ISBN,Author,Publisher,Dewey,LC,Title,Number of Pages,Publish Place,Subject Place,Subject,Publish Date
3442352444,Terry Brooks,Goldmann,nan,nan,Stadt der Dämonen.,nan,nan,0,0,1999
3442249783,Terry Brooks,Goldmann,nan,nan,Der Druide von Shannara.,218,nan,0,0,2001
3442352436,Terry Brooks,Goldmann,nan,nan,Star Wars Episode 1. Die dunkle Bedrohung.,319,nan,0,0,1999
1852521414,Mary Walton,Mercury Business Books,nan,nan,The Deming Management Method,272,nan,0,93.66666666666667,1992
1857230752,Terry Brooks,Orbit,nan,nan,The Scions of Shannara (Heritage of Shannara),512,nan,0,0.0,2006
1402736959,Oliver Ho,Sterling,nan,nan,Classic Starts,160,nan,12.0,98.0,2007
140120242X,Joe Kelly,Titan,nan,nan,Trial by fire,144,"Santa Monica, Calif",0,41.75,2004
1401211984,Marc Andreyko,DC Comics,nan,nan,Manhunter,221,nan,0,167.0,2007
1416513418,Clive Cussler,Pocket,nan,nan,Sahara,568,nan,0,57.166666666666664,2005
1572308680,Robert F. Stock,Guilford Press,916.7,DT351.9 .S76 2004,Africa south of the Sahara,477,New York,0.0,42.5,2004
1419954482,nan,Ellora's Cave Publishing,nan,nan,Ellora's Cavemen,247,nan,0,0,2006
019516895X,James M. McPherson,"Oxford University Press, USA",nan,nan,Battle Cry of Freedom,952,nan,17.5,54.0,2003
2290011150,Alan Dean Foster,J'ai lu,nan,nan,Alien,nan,nan,0,112.6,1999
5555661606,Alan Dean Foster,nan,nan,nan,Spellsinger #06,nan,nan,0,0,nan
034531980X,Alan Dean Foster,Ballantine,nan,nan,Sentenced to prism,273,New York,0.0,201.0,1985
3442250099,Alan Dean Foster,Goldmann,nan,nan,Star Wars. Skywalkers Rückkehr.,221,nan,0,0,1996
044100847X,Alan Dean Foster,Ace,nan,nan,Interlopers,313,nan,0,0,2001
007141858X,Leil Lowndes,Contemporary Books,302.2,HM1166 .L68 2003,How to talk to anyone,345,"Chicago, Ill",0,0.0,2003
1580495869,Stephen Crane,Prestwick House,nan,nan,The red badge of courage,nan,nan,19.5,8.6,2006
1402726635,Oliver Ho,Sterling Pub.,[Fic],PZ7.H63337 Red 2006,The red badge of courage / retold from the Stephen Crane original ; abridged by Oliver Ho ; illustrated by Jamel Akib ; afterword by Arthur Pober.,nan,"New York, NY",35.0,32.5,2006
1841491837,Robert Jordan,Orbit,nan,nan,Crossroads of Twilight (Wheel of Time),832,nan,0,0,2003
1857237501,Robert Jordan,Orbit,nan,nan,The Conan Chronicles I,512,nan,0,0,1999
1586633570,SparkNotes Editors,SparkNotes,nan,nan,Spark Notes Frankenstein,72,nan,0,0,2002
074325578X,nan,.,nan,nan,Frankenstein : a Kaplan SAT score=raising classic / by Mary Shelley.,nan,nan,0,0
1419542249,Mary Shelley,Kaplan Publishing,nan,nan,Frankenstein,456,nan,30.0,3.4358974358974357,2006
076660828X,C. Louise March,Modern Pub.,nan,PZ7.M373 Fr 2004,Frankenstein,182,"New York, N.Y",0,1.2,2004
1400052211,Marc Eliot,Harmony Books,791.4302/8092,PN2287.S68 E45 2006,Jimmy Stewart,463,New York,35.0,1.3333333333333333,2006
1569803102,Michael Munn,Barricade Legends / Barricade Books Inc.,nan,nan,Jimmy Stewart,320,nan,35.0,57.0,2006
1416530746,Judith McNaught,Pocket,nan,nan,Remember When,432,nan,14.0,50.92307692307692,2006
034547760X,Ann Margaret Lewis,Del Rey/Ballantine Books,791.43/75,nan,Star wars,227,New York,0,42.0,2006
1593077092,nan,Dark Horse,nan,nan,"The Wrong Side of the War (Star Wars: Empire, Vol. 7)",144,nan,0,0,2007
1569719624,nan,Dark Horse,nan,nan,"The Defense of Kamino and Other Tales (Star Wars: Clone Wars, Vol. 1)",128,nan,0,0,2003
075662343X,Bonnie Burton,DK CHILDREN,nan,nan,You Can Draw Star Wars (You Can Draw),96,nan,0,0,2007
1593076274,Various,Dark Horse,nan,nan,"In the Shadows of Their Fathers (Star Wars: Empire, Vol. 6)",144,nan,0,167.0,2006
1593076401,John Jackson Miller,Dark Horse,nan,nan,"Commencement (Star Wars: Knights of the Old Republic, Vol. 1)",152,nan,0,10.666666666666666,2006
1593075537,Others,Dark Horse,nan,nan,"Endgame (Star Wars: Clone Wars, Vol. 9)",144,nan,0,34.8,2006
1569716196,David Land,Dark Horse,741.5973,nan,Star Wars tales.,220,"Milwaukie, OR",0,1.5,2002
1593073526,John Ostrander,Dark Horse,nan,nan,"On the Fields of Battle (Star Wars: Clone Wars, Vol. 6)",168,nan,0,7.375,2005
1593074824,nan,Dark Horse,nan,nan,"The Last Siege, The Final Truth (Star Wars: Clone Wars, Vol. 8)",144,nan,0,0,2006
1593077114,nan,Dark Horse,nan,nan,"My Brother, My Enemy (Star Wars: Rebellion, Vol. 1)",128,nan,0,0,2007
1569719640,nan,Dark Horse,nan,nan,"Betrayal (Star Wars: Empire, Vol. 1)",104,nan,0,0,2003
1593075677,Jeremy Barlow,Dark Horse Books,741.5/973,PN6728.S75 S736 2006,Star wars.,nan,"Milwaukie, OR",0,5.5,2006
1593074662,Jeff Johnson,Dark Horse,nan,nan,"Allies and Adversaries (Star Wars: Empire, Vol. 5) (Star Wars: Empire)",120,nan,0,167.0,2006
1401302335,Brian Copeland,Hyperion,nan,nan,NOT A GENUINE BLACK MAN,250,nan,0,0.16666666666666666,2006
1416509089,Eric Flint,Baen,nan,nan,Ring of Fire (Assiti Shards),736,nan,0,12.0,2005
1416509380,Eric Flint,Baen Books,813/.54,PS3556.L548 A6186 2006,1635: The Cannon Law,420,"Riverdale, NY",4.666666666666667,11.333333333333334,2006
141652729X,Eric Bischoff,World Wrestling Entertainment Books,796.81209,GV1195 .B52 2006,Controversy creates cash,389,New York,0,81.16666666666667,2006
1577314034,Joseph Campbell,New World Library,nan,BL1033 .C36 2003,Myths of light : Eastern metaphors of the eternal / by Joseph Campbell ; edited and with a foreword by David Kudler.,166,"Novato, Calif",0.0,42.0,2003
1577312090,Joseph Campbell,New World Library,nan,nan,The Inner Reaches of Outer Space,160,nan,0,0.5,2002
1592402690,nan,Gotham,nan,nan,"Here, There and Everywhere",400,nan,0,0,2007
157912058X,Alan Aldridge,Black Dog & Leventhal Publishers,782.42166/0268,ML54.6.B4 I4 1999,The Beatles illustrated lyrics,267,New York,0,0.0,1999
1843537206,Chris Ingham,Rough Guides,782.42166092/2,ML421.B4 I54 2006,The rough guide to the Beatles,325,London,25.0,50.6,2006
1903318556,David Quantick,Unanimous,782.421660266,nan,Revolution,208,London,25.0,0.3333333333333333,2002
1567313981,Dan Millman,MJF Books,nan,nan,The Life You Were Born to Live,464,nan,0,112.8,2000
8172235224,Nayantara Sahgal,HarperCollins India,nan,nan,Mistaken Identity,nan,nan,3.0,69.85714285714286,2004
1573928917,Charles Mackay,Prometheus Books,001.9,AZ999 .M2 2001,Extraordinary popular delusions and the madness of crowds,724,"Amherst, N.Y",0,30.105263157894736,2001
1857231945,Arthur C. Clarke,Orbit,823.914,nan,The hammer of God,264,London,0,112.83333333333333,1995
090571282X,Arthur C. Clarke,Octopus/Heinemann,823/.914,nan,"2001, a space odyssey ; The city and the stars ; The deep range ; A fall of moondust ; Rendezvous with Rama.",747,"New York, N.Y",0,0,1987
1852424478,David Goodis,Serpent's Tail,813/.52,PS3513.O499 B57 1997,The blonde on the street corner,155,London,0,66.66666666666667,1997
1852426748,David Goodis,Serpent's Tail,813/.52,PS3513.O499 O4 2001,Of tender sin,181,london,3.0,0.0,2001
1852424494,David Goodis,Serpent's Tail,nan,nan,The Moon in the Gutter (Midnight Classics),183,nan,0,0,1999
1416912339,Alma Flor Ada,Aladdin,nan,nan,Dear Peter Rabbit (Stories to Go!),32,nan,0,0,2006
014303443X,Helen Fielding,Penguin (Non-Classics),nan,nan,Bridget Jones,352,nan,33.333333333333336,46.357142857142854,2004
067103443X,Carolyn Keene,Pocket Books,nan,CPB Box no. 1783 vol. 23,The chocolate-covered contest,147,New York,0,0,1999
093363515X,Sandy Peterson,"Chaosium, Inc.",nan,nan,Call of Cthulhu,192,nan,0,0,1986
1593072287,Masamune Shirow,Dark Horse Manga,nan,nan,Ghost in the shell,350,"Milwaukie, OR",0,55.666666666666664,2004
1595820744,Junichi Fujisaku,Dark Horse,nan,nan,Ghost In The Shell - Stand Alone Complex Volume 3,276,nan,0,0,2006
1845760182,Masamune Shirow,Titan Books Ltd,nan,nan,Ghost in the Shell,368,nan,0,55.666666666666664,2005
1421513943,Masaki Yamada,VIZ Media LLC,nan,nan,Ghost in the Shell 2: Innocence (Novel - Paperback): After The Long Goodbye (Ghost in the Shell 2: Innocence),200,nan,0,1.0,2007
006000181X,Cait London,Avon books,nan,CPB Box no. 2137 vol. 15,With her last breath,373,New York,2.0,100.5,2003
1401204104,Robert Kanigher,DC Comics,nan,nan,"The Sgt. Rock Archives, Vol. 3",224,nan,0,167.0,2005
1563898411,Robert Kanigher,DC Comics,741.5/973,PN6728.S456 K367 2002,The Sgt. Rock archives.,nan,"New York, NY",0,167.0,2002
1401212484,Joe Kubert,DC Comics,nan,nan,Sgt. Rock,144,nan,0,167.0,2007
1427802114,Mine Yoshizaki,Tokyopop,741.5/952,PN6790.J33 Y68 2007,Sgt. Frog.,nan,Hamburg,0,60.42857142857143,2007
1416509372,David Weber,Baen,nan,PS3573.E214 O6 2005,On Basilisk Station,458,"Riverdale, NY",0,30.5,1993
1587155877,Lawrence Watt-Evans,Wildside Press,nan,nan,The Lure of the Basilisk (Lords of Dus),208,nan,0,0,2001
1558321829,Martha Heineman Pieper,Harvard Common Press,649.64,nan,Smart love,249,"Boston, Mass",0,0.6666666666666666,1999
1597770760,Amy Tan,Phoenix Audio,nan,nan,The Bonesetter's Daughter,nan,nan,20.5,15.807692307692308,2006
3442421829,Amy Tan,Goldmann,nan,nan,Die Frau des Feuergottes. Roman.,479,nan,0,0,1993
1582433453,Debra K. Marquart,Counterpoint,811/.54,PS3563.A7112 Z465 2006,The horizontal world,nan,New York,1.0,3.0,2006
8122200850,Anita Desai,Orient Paperbacks,nan,nan,"Cry, the peacock",218,New Delhi,0,0,1980
1578067596,Tim Burton,University Press of Mississippi,791.4302/33/092,PN1998.3.B875 A3 2005,Tim Burton,192,Jackson,35.0,100.75,2005
1842931857,Colin Wilson,Watkins,nan,nan,Mysteries,672,nan,0,0.5,2006
044652641X,Paul Burrell,Grand Central Publishing,nan,nan,In the Royal Manner ,144,nan,0,80.6,1999
1400095298,James Ellroy,Vintage,nan,nan,Because the Night,288,nan,28.666666666666668,30.25,2005
037570471X,James Ellroy,Vintage Books,813/.54,PS3555.L6274 A6 1999,Crime wave,288,New York,28.666666666666668,92.125,1999
1400095301,James Ellroy,Vintage,nan,nan,Suicide Hill,288,nan,28.666666666666668,45.5,2006
037572737X,James Ellroy,Vintage,nan,nan,American Tabloid,592,nan,35.0,2.25,2001
074329730X,nan,Free Press,nan,nan,The SPEED of Trust,384,nan,0,100.5,2006
1594481946,Steven Johnson,Riverhead Books,nan,HM621 .J64 2006,Everything bad is good for you,254,New York,0,6.473684210526316,2006
1594489254,Steven Johnson,Penguin Group,nan,RC133.G6 J64 2006,Ghost map,299,"New York, N.Y",40.0,9.7,2006
140396792X,David A. Neiwert,Palgrave Macmillan,979.7/77/004956,F899.B39 N45 2005,Strawberry days,280,New York,1.6666666666666667,10.222222222222221,2005
1555600387,William H. Keith,FASA Corporation,nan,nan,The price of glory.,321,Chicago,0,0,1987
1551669048,Ann Maxwell,Mira,nan,nan,"Warrior (MacKenzie-Blackthorn, Book 5)",256,nan,0,0,2002
8495348071,William Easterly,Antoni Bosch Editor,nan,nan,En Busca del Crecimiento,nan,nan,0,0,2004
1556526008,Anya Seton,Chicago Review Press,nan,nan,Avalon,448,nan,8.666666666666666,107.83333333333333,2006
155652644X,Anya Seton,Chicago Review Press,nan,nan,The Winthrop Woman,nan,nan,0,0,2006
006083093X,nan,Perennial Library,nan,nan,Great short works of Edgar Allan Poe,564,New York,0,0,1988
1931082723,H. P. Lovecraft,Library of America,813/.52,PS3523.O833 A6 2005,Tales,838,New York,0,74.5,2005
1589943074,Fantasy Flight Games,Fantasy Flight Games,nan,nan,The Art Of H.P. Lovecraft's Cthulhu Mythos,192,nan,0,0,2006
034542204X,H. P. Lovecraft,Ballantine Pub. Group,813/.0873808,PS648.H6 T35 1998,Tales of the Cthulhu mythos,461,New York,0,1.0,1998
8478886745,Carolyn Meyer,Salamandra Publicacions Y Edicions,nan,nan,Isabel,nan,nan,5.0,11.125,2002
1588467988,nan,White Wolf Publishing,nan,nan,Monte Cooks Presents The Year's Best D20 (Sword & Sorcery),94,nan,0,0,2005
093033034X,Lillian De La Torre,International Polygonics,813/.54,PS3507.E13 R47 1985,"The return of Dr. Sam. Johnson, detector",191,New York,0,3.0,1985
1551114127,Sarah Fielding,Broadview Press,nan,nan,"The Governess; or, The Little Female Academy (Broadview Edition)",242,nan,0,0.0,2005
068483183X,Kay Redfield Jamison,Free Press,nan,nan,Touched with Fire,384,nan,0,0,1996
9681653254,Kay Redfield Jamison,Fondo De Cultura Economica USA,nan,nan,Marcados Con Fuego,nan,nan,0,0,1999
1932051295,Various,AiT/PlanetLar,nan,nan,Proof Of Concept,136,nan,0,0,2005
039330700X,Stephen Jay Gould,W. W. Norton,nan,nan,Wonderful Life,352,nan,0.125,0.2,1990
1568820402,nan,Chaosium,nan,nan,The Azathoth Cycle,260,nan,0,0,1995
1568820151,nan,Chaosium Inc.,nan,nan,"Sacraments of Evil (Call of Cthulhu Horror Roleplaying, 1890s)",nan,nan,0,0,1993
8483105020,Reinaldo Arenas,TusQuets,nan,nan,Antes que anochezca,150,nan,14.666666666666666,29.63157894736842,1996
014009444X,Reinaldo Arenas,Penguin Books,863,PQ7390.A72 C413 1988,Singing from the well,206,"New York, N.Y., U.S.A",0,93.66666666666667,1988
1551665719,Anne Stuart,Mira,nan,nan,Shadows At Sunset,384,nan,5.0,26.0,2000
082176053X,Anne Stuart,Kensington Pub.,815/.54,CPB Box no. 1453 vol. 3,Prince of magic,348,New York,25.0,28.333333333333332,1998
1416520392,Marta Acosta,Pocket,nan,nan,"Midnight Brunch (Casa Dracula Series, Book 2)",336,nan,0,14.666666666666666,2007
1563892472,David Wojnarowicz,DC Comics,741.5/973,PN6727.W58 S48 1996,Seven miles a second,59,New York,0,0.5,1996
1592851614,nan,Hazelden,nan,nan,Drop The Rock,150,nan,0,0,2005
094024456X,nan,Blade,nan,nan,The Isle of Darksmoke (1:The Nameless Village and the Dome Level),55,nan,0,0,1984
1565044045,Aaron Rosenberg,White Wolf Games Studio,nan,nan,Tales of Magick,96,nan,0,0,1999
1581126506,Charles Tandy,Universal Publishers,nan,nan,Doctor Tandy's First Guide to Life Extension and Transhumanity,292,nan,0,0,2001
1416915044,nan,Libros Para Ninos,nan,nan,Bailando al rescate (Dance to the Rescue) (Dora La Exploradora/Dora the Explorer (Spanish)),24,nan,0,19.22222222222222,2005
3822856495,nan,Taschen,nan,nan,Richard Kern,280,nan,0,0,2007
1568821689,nan,Chaosium,nan,nan,Basic Roleplaying,nan,nan,0,0,2003
1565041151,nan,White Wolf Pub,nan,nan,Clanbook,72,nan,0,0.0,1995
1565048202,Keith Herber,White Wolf Pub,nan,nan,Prince of the City,317,nan,0,0,1995
1568821786,Keith Herber,Chaosium Inc.,nan,nan,Spawn Of Azathoth,200,nan,0,0,2005
081292763X,United Feature Syndication,Random House Puzzles & Games,nan,nan,"Random House Crossword Mega Omnibus, Volume 1 (RH Crosswords)",336,nan,0,0,1997
1845390105,Alec Sillifant,Meadowside Children's Books,nan,nan,Scary Edwin Page (Books for Life),24,nan,0,0,2004
092900549X,Shannon Eileen Hengen,Second Story Press,818/.5409,PR9199.3.A8 Z68 1993,Margaret Atwood's power,174,Toronto,2.0,14.166666666666666,1993
1567921892,Susan Hill,David R Godine,nan,nan,The Woman in Black,144,nan,0,0,2002
1585678767,"Hill, Susan",Overlook Press,nan,PR6058.I45 V37 2007,The various haunts of men,437,"Woodstock, N.Y",59.0,88.33333333333333,2007
4757506201,Hiromu Arakawa,Square Enix,nan,nan,"The Land of Sand (Fullmetal Alchemist, Vol. 1; Japanese Edition)",179,nan,0,0,2002
4757508557,nan,Square Enix,nan,nan,"Fullmetal Alchemist, Volume 4 (Japanese Edition)",184,nan,0,0,nan
4757509669,nan,Square Enix,nan,nan,"Fullmetal Alchemist, Volume 5 (Japanese Edition)",186,nan,0,0,2003
4757507917,nan,Square Enix,nan,nan,"Fullmetal Alchemist, Volume 3 (Japanese Edition)",172,nan,0,0,2002
4757512309,Hiromu Arakawa,Square Enix,nan,nan,"Fullmetal Alchemist, Volume 8 (Japanese Edition)",164,nan,0,0,2004
1933372133,Jane Gardam,Europa,nan,nan,Old filth,289,New York,33.333333333333336,1.0,2006
1840681128,Georges Bataille,Creation Books,nan,nan,Divine Filth,165,nan,0,0,2004
1560257016,"Waters, John",Thunder's Mouth Press,791.43/75,PS3573.A8174 P56 2005,"Pink flamingos, and other filth",258,New York,0,0.0,2005
051722285X,Rosamunde Pilcher,Gramercy Books,823/.914,PR6066.I38 S5 2004,The shell seekers,530,New York,29.333333333333332,32.30434782608695,2004
8495501236,Michael Crichton,Suma de Letras Suma de Letras,nan,nan,El Hombre Terminal,409,nan,0,37.473684210526315,2000
9561316242,Jules Verne,Andres Bello,nan,nan,Veinte Mil Leguas de Viaje Submarino - 1 Edicion,nan,nan,0,0,2000
2070760146,Chrétien de Troyes,Gallimard,nan,nan,"Yvain, le Chevalier au lion",247,nan,0,0,2001
043970166X,KATE DICAMILLO,Scholastic,nan,nan,TALE OF DESPEREAUX,nan,nan,0,402.0,2004
1857331648,Stephen Mansfield,Kuperard,nan,nan,Culture Shock! Laos (Culture Shock!),220,nan,0,0,2000
1891830600,Craig Thompson,Top Shelf Productions,nan,nan,Carnet De Voyage (Travel Journal),224,nan,0,21.75,2004
1593070691,Craig Thompson,Dark Horse,nan,nan,Dark Horse Deluxe Journal,128,nan,0,0,2003
2840558599,Craig Thompson,Delcourt,nan,nan,"Adieu, Chunky Rice",128,nan,0,0,2002
1841492701,Richard Paul Russo,Orbit,nan,nan,Unto Leviathan,444,nan,0,0,2003
1857024699,Mary S. Lovell,Fourth Estate,nan,DA536.E45 L68 1996,A scandalous life,365,London,12.5,17.142857142857142,1996
1844675734,Jean Baudrillard,Verso,nan,nan,Fragments,154,nan,0,83.5,2007
8497934326,Salman Rushdie,nan,nan,nan,Hijos de la medianoche/ Midnight's Children,795,nan,0.5,16.775,nan
1419953966,Lora Leigh,Elloras Cave Pub Inc,nan,nan,Bound Hearts,290,nan,0,67.16666666666667,2006
3861878755,Kingdome 19,Bruno Gmunder Verlag Gmbh,nan,nan,Wicked Dreams,112,nan,0,0,2006
3423242302,Gregory Maguire,Dtv,nan,nan,Das Tulpenhaus oder Bekenntnisse einer häßlichen Stiefschwester. Roman.,377,nan,0,0,2000
1860499295,nan,Virago Press Ltd,nan,nan,Peyton Place (Virago Modern Classics),480,nan,0,0,2002
1400042062,Muriel Spark,Everyman's Library,8223/.914,PR6037.P29 A6 2004,The prime of Miss Jean Brodie,462,New York,2.0,82.2,2004
8497932668,Toni Morrison,Debolsillo,nan,nan,Ojos azules/ The Bluest Eyes (Contemporanea),263,nan,1.5,2.8333333333333335,2004
094180755X,Lena Tabori,Welcome Books,220.9/505,BS550.3 .L58 2001,The little big book for God's children,352,New York,0,0.0,2001
1841952885,Will Ferguson,Canongate Books Ltd,nan,nan,Hokkaido Highway Blues,384,nan,1.0,0.0,2003
096501746X,nan,nan,nan,nan,Ray Bradbury the Martian Chronicles,269,nan,0,0,nan
1439550417,Harper Lee,Grand Central,813/.54,PS3562.E353 T6 2008x,To Kill a Mockingbird,376,"New York, USA",0.25,19.227272727272727,1982
1550546007,Will Ferguson,Douglas & McIntyre,814/.54,F1026.4 .F47 1997,Why I hate Canadians,220,Vancouver,2.0,112.4,1997
006052510X,Will Ferguson,Perennial,813/.54,PR9199.4.F47 G46 2003,Happiness,309,New York,0,100.75,2003
1555424430,David Nadler,Jossey-Bass,658.4/063,HD58.8 .N33 1992,Organizational architecture,284,San Francisco,0,53.333333333333336,1992
1400031184,Ruth Rendell,Vintage Books,nan,nan,Adam And Eve And Pinch Me A Novel,nan,nan,0,0,2003
159308336X,Jane Austen,Barnes & Noble Classics,nan,nan,Sense and Sensibility (Barnes & Noble Classics),352,nan,59.0,7.931034482758621,2004
1593080492,Jane Austen,Barnes & Noble Classics,823/.7,PR4034 .S4 2003b,Sense and sensibility,349,New York,59.0,7.931034482758621,2003
1586633791,Selena Ward,Spark Pub.,813.54,PS3561.E667 O53 2002,"One flew over the cuckoo's nest, Ken Kesey",65,"New York, NY",0,187.33333333333334,2002
3502509131,Agatha Christie,Distribooks Inc,nan,nan,Morderblumen/Listerdale Mystery (German Translation),157,nan,0,0,1994
084467012X,Carlos Fuentes,Peter Smith Pub Inc,nan,nan,The Buried Mirror,nan,nan,0.6,46.916666666666664,1999
1559277580,Agatha Christie,Audio Renaissance,nan,nan,They Do It With Mirrors (Agatha Christie Audio Mystery),nan,nan,0,0,2002
1400076501,Julian Barnes,Vintage Books,nan,nan,The Lemon Table Stories,nan,nan,0,0,2005
8497939212,Eoin Colfer,nan,nan,nan,Artemis Fowl Ii-encuentro En El Artico,320,nan,0,0,nan
033043313X,Alexander Frater,Picador,nan,nan,Chasing the Monsoon,273,nan,1.5,0.16666666666666666,2005
184046268X,Carl Plasa,Icon Books,823/.912,PR6035.H96 W5 2001,Jean Rhys,176,Cambridge,4.0,0.0,2001
1553100662,Frances Oliver,Ash Tree Pr,nan,nan,Dancing On Air,170,nan,0,0,2004
068981836X,Jack London,Atheneum Books for Young Readers,813/.52,PS3523.O46 C3 1999,The call of the wild,112,New York,0.3333333333333333,15.282608695652174,1999
1587887738,Jack London,Brilliance Audio Unabridged,nan,nan,"Call of the Wild, The",nan,nan,0.0,35.4,2001
8497930053,Ray Bradbury,Debols!llo,nan,nan,Fahrenheit 451,176,"Barcelona, Spain",0,0.4444444444444444,2004
155111223X,Lewis Carroll,Broadview Press,823/.8,PR4611.A7 2000b,Alice's adventures in Wonderland,353,"Peterborough, Ont",28.0,13.461538461538462,2000
9991373764,Judy Blume,Kimbo Educational Audio,nan,nan,Freckle Juice,nan,nan,0,45.8125,1988
033039780X,Judy Blume,Macmillan Children's Books,nan,nan,Forever,192,nan,10.0,22.0,2001
1416531041,Jennifer O'Connell,Pocket Books,nan,PS3552.L843 Z58 2007,Everything I needed to know about being a girl I learned from Judy Blume,275,New York,0,26.666666666666668,2007
1400076587,Chinua Achebe,Anchor Books,821/.914,PR9387.9.A3 A17 2004,Collected poems,84,New York,0.0,0.5,2004
1583224718,Kate Braverman,Seven Stories Press,813/.54,PS3552.R3555 L58 2002,Lithium for Medea,362,New York,20.0,72.16666666666667,2002
1853993239,Johann Wolfgang von Goethe,Bristol Classical Press,833.6,nan,Die Leiden des jungen Werthers,142,London,3.6666666666666665,48.5,1993
3518188054,Johann Wolfgang von Goethe,Suhrkamp,nan,nan,Die Leiden des jungen Werthers,nan,Frankfurt am Main,3.6666666666666665,48.5,1998
1406914835,Henrik Ibsen,Hard Press,nan,nan,A Doll\'s House,88,nan,3.0,45.285714285714285,2006
1565849426,Michael Parenti,New Press,nan,nan,The Assassination of Julius Caesar,276,nan,0,138.0,2004
1590526856,Desiring God,Multnomah,nan,nan,The Blazing Center Study Guide,112,nan,0,0,2006
8478887350,nan,Emece Editores,nan,nan,Balzac Y LA Joven Costurera China,nan,nan,0,0,2002
3492238696,Dai Sijie,Piper,nan,nan,Balzac und die kleine chinesische Schneiderin.,208,nan,0,0.0,2003
1597818704,"Richard, D Nelson",Xulon Press,nan,nan,Marilyn Manson,224,nan,0,0,2006
1591840562,Guy Kawasaki,Portfolio/Penguin Group,658.1/1,HD62.5 .K38 2004,The art of the start,226,New York,0,0.0,2004
1560107669,Walter Foster (Firm),Walter Foster,nan,nan,Mandala Sand Art Kit,8,nan,0,0,2004
1931047170,Max E. McLean,Fellowship for the Performing Arts,nan,nan,The Listener's Bible NIV,66,nan,0,0,2001
1590526864,Jill Elizabeth Nelson,Multnomah Publishers,nan,nan,Reluctant Burglar (To Catch a Thief Series #1),350,nan,0,402.0,2006
1568363567,Ryotaro Shiba,Kodansha America,nan,nan,The Last Shogun,256,nan,0,0,2004
1567430287,Anthony Appiah,Amistad,813/.52,PS3515.U789 Z963 1993,Zora Neale Hurston,330,New York,0,134.0,1993
1595325557,Sang-sŏn Pak,Tokyopop,741.5,nan,The Tarot Café,172,Hamburg,0,58.714285714285715,2002
1861891849,Christopher Pinney,Reaktion,nan,nan,'Photos of the Gods',239,London,3.0,7.666666666666667,2004
1400034620,Gerald L. Posner,Anchor Books,364.1/524,E842.9 .P67 2003,Case closed,608,New York,0,33.2,2003
014044310X,Ludovico Ariosto,Penguin Classics,nan,nan,"Orlando Furioso, Part Two",800,nan,0,0,1977
014024364X,Orlando Figes,Penguin Books,947.08/3,DK260 .F54 1998,A people's tragedy,923,"New York, N.Y",0.75,71.88888888888889,1998
1579546463,Arthur Agatston,Rodale,nan,nan,The South Beach diet,310,"[Emmaus, Pa.]",0,31.333333333333332,2003
1842322761,Nevil Shute,House of Stratus,nan,nan,On the Beach,296,nan,4.0,21.77777777777778,2002
1573221112,14th Dalai Lama,Riverhead Books,294.3/444,BQ7935.B774 A78 1998,The art of happiness,322,New York,0,45.2,1998
1590301870,Jon Kabat-Zinn,Shambhala,nan,nan,Lovingkindness,256,nan,0,402.0,2004
1740597400,Paul Smitz,Lonely Planet Publications,nan,nan,Lonely Planet Australia,1120,nan,0,402.0,2005
1740596463,Paul Smitz,Lonely Planet,919.404/7,DU95 .A73 2005,Australia & New Zealand on a shoestribng,836,"Footscray, Vic",2.5,0.0,2005
031236086X,nan,St. Martin's Press,919.4047,nan,Let's go.,784,New York,0,0,2007
072254040X,Marlo Morgan,HarperCollins Publishers Ltd,nan,nan,Mutant Message from Forever,323,nan,0,402.0,2000
3442306310,Marlo Morgan,Goldmann,nan,nan,Traumfänger. Die Reise einer Frau in die Welt der Aborigines.,251,nan,0,0,1995
1853260738,Daniel Defoe,Wordsworth Editions,nan,nan,The fortunes and misfortunes of the famous Moll Flanders,339,Ware,27.666666666666668,30.40909090909091,1993
3802527356,Stephen Chbosky,Vgs Verlagsges.,nan,nan,Vielleicht lieber morgen.,222,nan,0,0,2000
3401002643,James Fenimore Cooper,Arena,nan,nan,Der letzte Mohikaner. Eine Lederstrumpf- Erzählung.,240,nan,0,0,2002
1560976934,Charles Burns,Fantagraphics,nan,nan,El Borbah,96,nan,0,0,2005
037542380X,Charles Burns,Pantheon Books,nan,PN6727.B87 B53 2005,Black hole,nan,New York,0,402.0,2005
2840555522,nan,Delcourt,nan,nan,"Black Hole, tome 3",63,nan,0,0,2001
2840558874,Charles Burns,Delcourt,nan,nan,"Black Hole, tome 4 ",64,nan,0,0,2002
1583224890,Noam Chomsky,Seven Stories Press,nan,nan,9-11,125,New York,5.285714285714286,1.935483870967742,2001
1878825046,Noam Chomsky,Odonian Press,nan,D860,"Secrets, lies and democracy",127,"Tucson, Ariz",0,40.3,1994
3110172798,Noam Chomsky,Mouton de Gruyter,415,P291 .C5 2002,Syntactic structures,117,Berlin,0,16.3,2002
1583225471,Noam Chomsky,Open Media,nan,nan,Umbrella of U.S. Power,80,nan,35.0,51.111111111111114,2002
1878825089,Noam Chomsky,Odonian Press,361.6/1,HN18 .C38835 1998,The common good,nan,"Monroe, Me",0,67.16666666666667,1998
4835214102,Yuki Shimizu,Biblos,nan,nan,Love Mode Vol. 11 (Love Mode) (in Japanese),nan,nan,0,0,2003
